epoch,loss,accuracy,precision,recall,f1
1,995.7451728932998,0.5555555820465088,0.5999999988,0.5999999988,0.5999999938
2,417.5578023235689,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
3,408.0658946317785,0.4444444477558136,0.0,0.0,0.0
4,308.70334134437775,0.5555555820465088,0.5555555549382716,0.9999999980000001,0.7142857086734694
5,371.70799601078033,0.5555555820465088,0.5999999988,0.5999999988,0.5999999938
6,378.34420170503506,0.4444444477558136,0.0,0.0,0.0
7,267.1861944759593,0.5555555820465088,0.9999999900000002,0.1999999996,0.33333332944444444
8,270.4700793098001,0.7777777910232544,0.7142857132653061,0.9999999980000001,0.8333333270833335
9,373.1730915518368,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
10,382.83538145177505,0.4444444477558136,0.0,0.0,0.0
11,198.71978176341338,0.7777777910232544,0.7142857132653061,0.9999999980000001,0.8333333270833335
12,831.5062390495749,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
13,499.2205675910501,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
14,540.5171812842874,0.7777777910232544,0.7142857132653061,0.9999999980000001,0.8333333270833335
15,494.5365622821487,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
16,229.6429878683651,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
17,100.98602115406709,0.5555555820465088,0.571428570612245,0.7999999984,0.6666666606944446
18,448.37214705524804,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
19,403.78472945269414,0.6666666865348816,0.6666666655555555,0.7999999984,0.7272727209917357
20,308.07301543740664,0.4444444477558136,0.4999999975,0.1999999996,0.28571428081632655
21,432.6686951132382,0.7777777910232544,0.7142857132653061,0.9999999980000001,0.8333333270833335
22,237.68317905156115,0.4444444477558136,0.0,0.0,0.0
23,411.7645054985495,0.4444444477558136,0.0,0.0,0.0
24,250.33619061638328,0.5555555820465088,0.5999999988,0.5999999988,0.5999999938
